31.402344 	 30.000000 	 23.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 23.000000 	 Heatstroke Warning 
30.425781 	 30.000000 	 23.000000 	 Heatstroke Warning 
30.425781 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.425781 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
31.402344 	 30.000000 	 28.000000 	 Heatstroke Warning 
31.890625 	 30.000000 	 28.000000 	 Heatstroke Warning 
31.402344 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.914062 	 30.000000 	 28.000000 	 Heatstroke Warning 
30.425781 	 30.000000 	 28.000000 	 Heatstroke Warning 
27.984375 	 30.000000 	 28.000000 	 Freeze Warning 
27.984375 	 30.000000 	 28.000000 	 Freeze Warning 
27.496094 	 30.000000 	 28.000000 	 Freeze Warning 
27.496094 	 30.000000 	 28.000000 	 Freeze Warning 
27.007812 	 30.000000 	 28.000000 	 Freeze Warning 
27.007812 	 30.000000 	 28.000000 	 Freeze Warning 
27.007812 	 30.000000 	 28.000000 	 Freeze Warning 
27.007812 	 30.000000 	 28.000000 	 Freeze Warning 
27.007812 	 40.000000 	 28.000000 	 Freeze Warning 
27.007812 	 40.000000 	 28.000000 	 Freeze Warning 
